DATE,All_Employees,Permit,Cement_Price,Brick_Price,Total_Construction_Employees,Em_Ratio,GDP,Home_ownership_rate,INCOME,Industrial_Cement_Concrete_Manufactured,Labour_Population,Median_Sales_Prices,Mortgage_Rate,Monthly_House_Supply,New_Housing_Under_Construction,New_Private_Housing,Personal_Saving_Rate,HOME_PRICE,Unemployment_Rate
2014-06-01,6133.0,1010.0,207.0,5.332718793265369,657.1,59.0,17518.508,64.7,14760.1,102.0049,62.8,288000.0,4.1625,5.7,771.0,911.0,5.6,328.12800000000004,6.1
2014-07-01,6178.0,1076.0,207.0,5.332718793265369,665.1,59.0,17804.228,64.4,14821.1,104.798,62.9,281000.0,4.13,6.2,790.0,1085.0,5.5,329.158,6.2
2014-08-01,6210.0,1047.0,207.8,5.332718793265369,669.8,59.0,17804.228,64.4,14894.2,103.4822,62.9,281000.0,4.115,5.4,793.0,984.0,5.3,330.43,6.1
2014-09-01,6242.0,1077.0,208.8,5.332718793265369,677.3,59.1,17804.228,64.4,14951.2,106.4102,62.8,281000.0,4.1625,5.4,797.0,1023.0,5.5,331.81,5.9
2014-10-01,6259.0,1094.0,210.5,5.332718793265369,674.1,59.3,17912.079,64.0,15022.7,107.4771,62.9,298900.0,4.036,5.3,806.0,1074.0,5.4,333.282,5.7
2014-11-01,6272.0,1059.0,210.3,5.332718793265369,676.7,59.2,17912.079,64.0,15094.0,99.994,62.9,298900.0,3.9975,5.7,814.0,1001.0,5.6,334.67,5.8
2014-12-01,6293.0,1072.0,210.0,5.333201768401539,672.6,59.3,17912.079,64.0,15170.9,107.8144,62.8,298900.0,3.864,5.1,826.0,1073.0,6.0,336.102,5.6
2015-01-01,6320.0,1049.0,217.3,5.338499156180869,680.1,59.3,18063.529,63.7,15230.8,108.0196,62.9,289200.0,3.67,4.8,830.0,1085.0,6.3,337.268,5.7
2015-02-01,6361.0,1127.0,217.7,5.338499156180869,680.4,59.2,18063.529,63.7,15313.3,98.3234,62.7,289200.0,3.71,4.5,830.0,886.0,6.4,338.25800000000004,5.5
2015-03-01,6334.0,1072.0,217.3,5.338499156180869,682.1,59.2,18063.529,63.7,15314.2,98.0626,62.6,289200.0,3.77,5.1,843.0,960.0,5.9,339.598,5.4
2015-04-01,6392.0,1166.0,225.0,5.339459309879212,684.7,59.3,18279.784,63.4,15373.5,102.8839,62.8,289100.0,3.672,4.9,868.0,1190.0,5.9,340.596,5.4
2015-05-01,6427.0,1272.0,224.4,5.339459309879212,690.0,59.4,18279.784,63.4,15442.7,104.7122,62.9,289100.0,3.84,5.0,878.0,1079.0,5.8,341.76,5.6
2015-06-01,6441.0,1379.0,223.7,5.339459309879212,688.5,59.4,18279.784,63.4,15479.0,107.4307,62.7,289100.0,3.9825,5.4,896.0,1205.0,5.7,342.94199999999995,5.3
2015-07-01,6472.0,1140.0,223.9,5.339459309879212,697.7,59.3,18401.626,63.7,15518.6,112.8845,62.6,295800.0,4.046,5.2,908.0,1146.0,5.6,344.26599999999996,5.2
2015-08-01,6490.0,1165.0,224.8,5.339459309879212,698.2,59.4,18401.626,63.7,15550.5,114.3793,62.6,295800.0,3.905,5.0,921.0,1130.0,5.6,345.87199999999996,5.1
2015-09-01,6508.0,1144.0,224.1,5.339459309879212,699.8,59.2,18401.626,63.7,15570.5,114.5231,62.4,295800.0,3.89,5.9,939.0,1224.0,5.8,347.656,5.0
2015-10-01,6547.0,1160.0,224.3,5.339459309879212,702.6,59.3,18435.137,63.8,15608.0,113.241,62.5,302500.0,3.796,5.6,943.0,1058.0,5.8,349.584,5.0
2015-11-01,6598.0,1244.0,223.8,5.339459309879212,708.9,59.4,18435.137,63.8,15615.4,112.7522,62.5,302500.0,3.9425,5.5,962.0,1172.0,5.6,351.476,5.1
2015-12-01,6630.0,1211.0,224.1,5.339459309879212,712.9,59.6,18435.137,63.8,15668.4,119.8456,62.7,302500.0,3.964,5.1,970.0,1146.0,5.8,353.088,5.0
2016-01-01,6631.0,1171.0,231.5,5.36970736263471,714.2,59.7,18525.933,63.5,15695.5,116.7888,62.7,299800.0,3.8725,5.6,968.0,1092.0,6.1,354.548,4.8
2016-02-01,6640.0,1172.0,229.3,5.36970736263471,717.0,59.8,18525.933,63.5,15695.9,119.0626,62.8,299800.0,3.66,5.5,982.0,1225.0,5.6,355.298,4.9
2016-03-01,6678.0,1118.0,229.6,5.3706380281276624,720.5,59.8,18525.933,63.5,15731.6,118.9009,63.0,299800.0,3.694,5.5,987.0,1111.0,5.9,356.32800000000003,5.0
2016-04-01,6702.0,1160.0,233.4,5.373888553395111,726.2,59.7,18711.702,62.9,15758.9,109.6192,62.9,306000.0,3.605,5.0,998.0,1163.0,5.5,357.532,5.1
2016-05-01,6689.0,1205.0,233.2,5.373888553395111,726.8,59.7,18711.702,62.9,15777.2,107.7492,62.7,306000.0,3.6,5.1,1010.0,1148.0,5.3,358.858,4.8
2016-06-01,6701.0,1208.0,233.7,5.373888553395111,727.4,59.7,18711.702,62.9,15821.4,110.7745,62.7,306000.0,3.568,5.3,1016.0,1203.0,4.9,360.168,4.9
2016-07-01,6735.0,1198.0,235.4,5.373888553395111,728.1,59.8,18892.639,63.5,15891.5,105.8163,62.8,303800.0,3.44,4.5,1033.0,1239.0,5.1,361.668,4.8
2016-08-01,6736.0,1201.0,235.1,5.373888553395111,734.3,59.8,18892.639,63.5,15931.3,105.2523,62.9,303800.0,3.435,5.0,1038.0,1171.0,5.1,363.7,4.9
2016-09-01,6768.0,1303.0,234.9,5.373888553395111,744.9,59.7,18892.639,63.5,15999.1,105.2719,62.9,303800.0,3.46,5.2,1038.0,1068.0,5.1,365.646,5.0
2016-10-01,6799.0,1254.0,234.7,5.373888553395111,743.8,59.7,19089.379,63.7,16059.4,106.2018,62.8,310900.0,3.47,5.2,1053.0,1313.0,5.3,367.5,4.9
2016-11-01,6823.0,1230.0,234.9,5.373888553395111,744.0,59.7,19089.379,63.7,16107.6,107.0915,62.7,310900.0,3.77,5.2,1042.0,1140.0,5.4,369.518,4.7
2016-12-01,6818.0,1248.0,233.9,5.373888553395111,741.9,59.7,19089.379,63.7,16182.5,103.4522,62.7,310900.0,4.198,5.4,1057.0,1252.0,5.0,371.45,4.7
2017-01-01,6840.0,1296.0,238.9,5.381738974687109,744.3,59.9,19280.084,63.6,16293.3,103.6667,62.8,313100.0,4.15,5.4,1063.0,1190.0,5.3,373.61,4.7
2017-02-01,6881.0,1237.0,239.4,5.381738974687109,747.6,60.0,19280.084,63.6,16363.5,109.3678,62.9,313100.0,4.1675,5.3,1070.0,1271.0,5.6,374.626,4.6
2017-03-01,6902.0,1273.0,239.3,5.38081858805978,746.5,60.2,19280.084,63.6,16415.1,104.1273,62.9,313100.0,4.196,5.0,1071.0,1190.0,5.6,375.984,4.4
2017-04-01,6916.0,1239.0,245.3,5.389984555073861,745.1,60.2,19438.643,63.7,16476.0,99.4783,63.0,318200.0,4.045,5.4,1075.0,1146.0,5.7,377.448,4.4
2017-05-01,6931.0,1205.0,245.5,5.389984555073861,747.2,60.1,19438.643,63.7,16573.2,98.5261,62.8,318200.0,4.01,5.1,1071.0,1157.0,6.3,379.232,4.4
2017-06-01,6962.0,1353.0,245.4,5.389984555073861,747.5,60.1,19438.643,63.7,16604.0,98.5578,62.8,318200.0,3.904,5.3,1073.0,1249.0,6.0,381.026,4.3
2017-07-01,6968.0,1254.0,245.6,5.389984555073861,753.2,60.2,19692.595,63.9,16665.9,96.7684,62.9,320500.0,3.9675,5.8,1075.0,1206.0,6.0,382.9,4.3
2017-08-01,7002.0,1336.0,245.6,5.423627557513483,752.7,60.1,19692.595,63.9,16733.7,96.8806,62.9,320500.0,3.88,6.1,1083.0,1159.0,6.1,385.326,4.4
2017-09-01,7013.0,1277.0,244.7,5.5134287461649825,752.2,60.4,19692.595,63.9,16841.9,96.879,63.1,320500.0,3.805,5.3,1093.0,1181.0,5.9,387.518,4.3
2017-10-01,7031.0,1360.0,243.8,5.5134287461649825,759.7,60.1,20037.088,64.2,16930.8,98.9506,62.7,337900.0,3.895,5.5,1101.0,1257.0,6.0,389.61,4.2
2017-11-01,7068.0,1295.0,243.4,5.5134287461649825,763.3,60.1,20037.088,64.2,16997.5,101.8784,62.7,337900.0,3.922,4.8,1107.0,1273.0,5.6,391.916,4.2
2017-12-01,7091.0,1312.0,243.3,5.5134287461649825,772.5,60.1,20037.088,64.2,17058.2,102.0626,62.7,337900.0,3.95,5.6,1100.0,1177.0,5.0,394.356,4.1
2018-01-01,7093.0,1311.0,246.8,5.44198471636045,776.7,60.1,20328.553,64.2,17141.7,100.0281,62.7,331800.0,4.0325,6.0,1105.0,1299.0,5.7,396.628,4.0
2018-02-01,7184.0,1331.0,246.6,5.44198471636045,785.2,60.4,20328.553,64.2,17204.1,101.3911,63.0,331800.0,4.33,5.7,1109.0,1277.0,5.8,398.454,4.1
2018-03-01,7194.0,1381.0,246.5,5.482720089545816,787.9,60.4,20328.553,64.2,17268.2,100.3022,62.9,331800.0,4.444,5.2,1121.0,1318.0,5.9,399.922,4.0
2018-04-01,7212.0,1365.0,248.1,5.491826112732555,792.9,60.4,20580.912,64.3,17328.7,102.4601,62.9,315600.0,4.4675,5.6,1124.0,1276.0,6.0,401.31,4.0
2018-05-01,7274.0,1331.0,249.2,5.501258210544727,798.1,60.5,20580.912,64.3,17404.4,105.2745,62.9,315600.0,4.586,5.5,1131.0,1357.0,6.0,402.846,3.8
2018-06-01,7292.0,1338.0,251.0,5.501258210544727,802.2,60.5,20580.912,64.3,17488.4,103.0784,63.0,315600.0,4.57,5.8,1126.0,1192.0,6.3,404.474,4.0
2018-07-01,7318.0,1333.0,250.3,5.501666290534067,803.0,60.6,20798.73,64.4,17587.6,103.6884,63.0,330900.0,4.5275,6.0,1127.0,1208.0,6.5,405.814,3.8
2018-08-01,7347.0,1293.0,249.6,5.523858042461968,802.1,60.3,20798.73,64.4,17664.0,103.0046,62.6,330900.0,4.55,6.5,1129.0,1288.0,6.6,407.376,3.8
2018-09-01,7375.0,1320.0,249.7,5.523858042461968,803.8,60.4,20798.73,64.4,17693.5,100.7646,62.8,330900.0,4.6275,6.6,1135.0,1250.0,6.8,408.706,3.7
2018-10-01,7389.0,1280.0,250.3,5.523858042461968,803.4,60.5,20917.867,64.8,17749.8,100.0901,62.9,322800.0,4.83,7.2,1141.0,1221.0,6.7,410.24,3.8
2018-11-01,7386.0,1334.0,249.9,5.523858042461968,808.8,60.6,20917.867,64.8,17795.7,95.3075,62.9,322800.0,4.866,6.4,1144.0,1181.0,6.5,411.358,3.8
2018-12-01,7396.0,1320.0,249.9,5.517452896464707,812.7,60.6,20917.867,64.8,18012.4,96.3338,63.0,322800.0,4.6375,7.6,1148.0,1095.0,8.4,412.338,3.9
2019-01-01,7424.0,1254.0,252.7,5.524257005164247,816.2,60.6,21104.133,64.2,18053.9,102.6488,63.1,313000.0,4.464,7.0,1152.0,1232.0,8.2,413.078,4.0
2019-02-01,7396.0,1302.0,252.1,5.523458920524919,813.7,60.7,21104.133,64.2,18151.4,98.9187,63.1,313000.0,4.37,6.4,1140.0,1128.0,8.5,413.696,3.8
2019-03-01,7422.0,1291.0,251.2,5.5310151306670585,816.9,60.6,21104.133,64.2,18229.5,97.4072,63.0,313000.0,4.265,5.7,1125.0,1195.0,7.9,414.094,3.8
2019-04-01,7459.0,1298.0,255.6,5.5345745570076295,811.0,60.6,21384.775,64.1,18262.1,98.5315,62.9,322500.0,4.1425,5.8,1123.0,1267.0,7.7,415.012,3.6
2019-05-01,7486.0,1338.0,258.1,5.547128664610824,812.2,60.6,21384.775,64.1,18277.0,98.1995,62.9,322500.0,4.072,6.7,1132.0,1307.0,7.3,416.276,3.7
2019-06-01,7511.0,1301.0,257.7,5.537727890326118,815.6,60.7,21384.775,64.1,18310.5,98.042,63.0,322500.0,3.8025,5.2,1142.0,1228.0,7.1,417.318,3.6
2019-07-01,7525.0,1347.0,255.5,5.534969267887039,817.5,60.8,21694.282,64.8,18328.6,102.4513,63.1,318400.0,3.765,5.9,1146.0,1245.0,6.8,418.524,3.7
2019-08-01,7530.0,1528.0,255.4,5.529825834193874,824.7,60.8,21694.282,64.8,18423.6,103.3392,63.1,318400.0,3.616,5.4,1149.0,1367.0,7.0,420.204,3.7
2019-09-01,7551.0,1491.0,255.5,5.534969267887039,825.8,61.0,21694.282,64.8,18474.4,106.1046,63.2,318400.0,3.605,5.4,1161.0,1300.0,7.2,421.826,3.5
2019-10-01,7556.0,1538.0,255.4,5.5258512661635395,828.6,61.0,21902.39,65.1,18549.5,102.4713,63.3,327100.0,3.688,5.3,1160.0,1332.0,7.3,423.616,3.6
2019-11-01,7545.0,1522.0,255.1,5.529032183358565,830.7,61.0,21902.39,65.1,18630.7,97.2591,63.3,327100.0,3.695,5.4,1165.0,1346.0,7.1,425.61,3.6
2019-12-01,7528.0,1461.0,255.0,5.532203014394148,828.2,61.0,21902.39,65.1,18583.8,100.0059,63.3,327100.0,3.72,5.6,1177.0,1551.0,6.4,427.91,3.6
2020-01-01,7580.0,1500.0,254.2,5.5329941536759195,828.4,61.1,21706.513,65.3,18821.5,107.993,63.3,329000.0,3.624,5.7,1195.0,1572.0,7.2,429.98800000000006,3.5
2020-02-01,7608.0,1440.0,253.9,5.536152466605236,837.2,61.1,21706.513,65.3,18925.6,105.8406,63.3,329000.0,3.465,5.6,1213.0,1565.0,7.7,431.674,3.5
2020-03-01,7539.0,1348.0,253.9,5.549853992363464,833.5,59.8,21706.513,65.3,18577.4,100.6725,62.6,329000.0,3.45,6.5,1215.0,1267.0,11.275,432.73,4.4
2020-04-01,6527.0,1050.0,257.2,5.551407994230199,708.4,55.025000000000006,19913.143,67.9,20750.9,95.8725,60.1,322600.0,3.306,6.9,1193.0,925.0,11.275,433.602,9.6
2020-05-01,7009.0,1253.0,256.2,5.573294066502264,773.6,55.025000000000006,19913.143,67.9,19877.2,99.8972,60.8,322600.0,3.2325,5.4,1180.0,1054.0,11.275,433.974,9.6
2020-06-01,7170.0,1329.0,258.4,5.573294066502264,793.6,55.025000000000006,19913.143,67.9,19920.9,104.5993,61.5,322600.0,3.1625,3.8,1183.0,1266.0,11.275,435.26,9.6
2020-07-01,7195.0,1526.0,259.7,5.566051801190121,803.1,55.2,21647.64,67.4,20191.5,105.4513,61.5,337500.0,3.016,3.4,1201.0,1529.0,11.275,438.644,9.6
2020-08-01,7225.0,1564.0,259.6,5.566051801190121,810.0,56.5,21647.64,67.4,19594.2,103.4103,61.7,337500.0,2.935,3.3,1213.0,1377.0,11.275,444.848,8.4
2020-09-01,7256.0,1643.0,259.8,5.573294066502264,818.9,56.6,21647.64,67.4,19744.9,101.6846,61.4,337500.0,2.89,3.4,1218.0,1463.0,11.275,451.706,7.9
2020-10-01,7310.0,1622.0,259.7,5.573294066502264,827.2,57.4,22024.502,65.8,19758.5,102.824,61.7,358700.0,2.834,3.3,1228.0,1537.0,11.275,459.562,6.9
2020-11-01,7317.0,1713.0,259.5,5.573294066502264,828.0,57.4,22024.502,65.8,19610.4,104.775,61.5,358700.0,2.765,4.0,1248.0,1545.0,11.275,466.47,6.7
2020-12-01,7355.0,1760.0,259.6,5.573294066502264,837.6,57.4,22024.502,65.8,19775.2,105.794,61.5,358700.0,2.684,4.1,1262.0,1663.0,11.275,473.042,6.7
2021-01-01,7363.0,1866.0,260.7,5.574053367981417,842.5,57.5,22600.185,65.6,21760.9,107.7894,61.3,369800.0,2.735,4.0,1282.0,1602.0,11.275,479.11800000000005,6.3
2021-02-01,7291.0,1700.0,261.3,5.577463107977531,846.2,57.6,22600.185,65.6,20254.0,94.1235,61.4,369800.0,2.81,4.9,1286.0,1422.0,11.275,484.65,6.2
2021-03-01,7395.0,1731.0,261.2,5.577084821610244,858.0,57.8,22600.185,65.6,24471.8,99.3792,61.5,369800.0,3.0825,4.4,1308.0,1700.0,11.275,490.804,6.1
2021-04-01,7406.0,1714.0,268.0,5.582367852765768,854.3,57.9,23292.362,65.4,21304.2,102.5381,61.6,382600.0,3.06,4.7,1320.0,1484.0,11.275,498.11,6.1
2021-05-01,7394.0,1680.0,268.2,5.594711379601839,855.8,58.0,23292.362,65.4,20899.7,99.2814,61.5,382600.0,2.9625,5.6,1338.0,1600.0,9.9,506.852,5.8
2021-06-01,7400.0,1644.0,268.4,5.594711379601839,857.8,58.0,23292.362,65.4,20934.3,96.703,61.7,382600.0,2.975,5.8,1372.0,1661.0,8.7,516.762,5.9
2021-07-01,7415.0,1618.0,269.453,5.605125366798294,867.2,58.4,23828.973,65.4,21156.5,95.8351,61.8,411200.0,2.868,5.7,1387.0,1593.0,9.4,525.414,5.4
2021-08-01,7431.0,1837.0,271.193,5.605125366798294,873.6,58.6,23828.973,65.4,21207.3,95.9847,61.7,411200.0,2.8425,6.5,1412.0,1576.0,8.7,533.842,5.2
2021-09-01,7472.0,1636.0,271.694,5.605125366798294,879.9,58.8,23828.973,65.4,21051.2,96.9222,61.7,411200.0,2.9,6.0,1437.0,1560.0,7.2,540.804,4.8
2021-10-01,7514.0,1727.0,271.977,5.605125366798294,882.8,59.0,24654.603,65.5,21201.4,97.2735,61.8,423600.0,3.0675,6.8,1464.0,1572.0,6.6,547.538,4.5
2021-11-01,7560.0,1775.0,270.722,5.630046228275687,889.2,59.4,24654.603,65.5,21297.7,101.2447,61.9,423600.0,3.0675,6.0,1493.0,1712.0,6.2,554.502,4.2
2021-12-01,7594.0,1948.0,271.163,5.630046228275687,896.4,59.5,24654.603,65.5,21352.9,105.87,62.0,423600.0,3.098,5.6,1526.0,1787.0,6.1,562.786,3.9
2022-01-01,7590.0,1898.0,280.267,5.682034356118599,902.9,59.7,25029.116,65.4,21294.8,102.9497,62.2,433100.0,3.445,5.8,1553.0,1669.0,4.1,571.842,4.0
2022-02-01,7669.0,1817.0,281.955,5.708113084016648,910.6,59.8,25029.116,65.4,21426.2,101.875,62.2,433100.0,3.7625,6.2,1581.0,1771.0,4.1,582.18,3.8
2022-03-01,7692.0,1877.0,281.915,5.708113084016648,913.6,60.1,25029.116,65.4,21510.5,101.5162,62.4,433100.0,4.172,7.0,1631.0,1713.0,3.4,592.706,3.6
2022-04-01,7698.0,1795.0,287.439,5.719173424011848,918.3,59.9,25544.273,65.8,21581.3,97.823,62.2,449300.0,4.9825,8.5,1667.5,1803.0,3.1,601.1,3.6
2022-05-01,7736.0,1708.0,287.567,5.719173424011848,925.1,60.0,25544.273,65.8,21657.1,98.8438,62.3,449300.0,5.23,8.3,1667.5,1543.0,3.1,607.592,3.6
2022-06-01,7749.0,1701.0,288.522,5.735649290994573,921.4,59.9,25544.273,65.8,21740.7,100.5367,62.2,449300.0,5.522,9.5,1667.5,1561.0,2.7,609.51,3.6
2022-07-01,7773.0,1658.0,296.731,5.735649290994573,924.1,59.9,25994.639,66.0,21910.5,99.3388,62.1,468000.0,5.4125,10.1,1667.5,1371.0,3.5,607.428,3.5
2022-08-01,7781.0,1586.0,299.595,5.735649290994573,924.5,60.1,25994.639,66.0,22024.3,97.9552,62.3,468000.0,5.2225,8.7,1667.5,1505.0,3.2,603.192,3.7
2022-09-01,7797.0,1588.0,301.55,5.739445584987099,924.6,60.1,25994.639,66.0,22121.5,98.9721,62.3,468000.0,6.112,9.7,1667.5,1463.0,3.0,598.76,3.5
2022-10-01,7814.0,1555.0,306.085,5.739445584987099,929.5,60.0,26408.405,65.9,22242.2,99.6175,62.2,479500.0,6.9,9.7,1667.5,1432.0,3.0,597.844,3.7
2022-11-01,7833.0,1402.0,307.269,5.739445584987099,929.0,59.9,26408.405,65.9,22267.7,92.0686,62.2,479500.0,6.805,9.4,1667.5,1427.0,3.3,596.624,3.6
2022-12-01,7859.0,1409.0,307.445,5.739445584987099,934.3,60.1,26408.405,65.9,22312.3,92.3086,62.3,479500.0,6.364,8.5,1667.5,1357.0,3.4,594.942,3.5
2023-01-01,7885.0,1354.0,322.376,5.803184272363779,935.8,60.2,26813.601,66.0,22525.3,95.9918,62.4,429000.0,6.2725,8.1,1667.5,1340.0,4.4,594.05,3.4
2023-02-01,7899.0,1482.0,326.256,5.803184272363779,931.7,60.2,26813.601,66.0,22648.4,98.5209,62.5,429000.0,6.2575,8.4,1667.5,1436.0,4.7,594.928,3.6
2023-03-01,7890.0,1437.0,326.838,5.808223567774632,931.6,60.4,26813.601,66.0,22757.9,93.3392,62.6,429000.0,6.544,8.1,1667.5,1380.0,5.2,597.078,3.5
2023-04-01,7901.0,1417.0,327.097,5.8184644105730925,928.1,60.4,27063.012,65.9,22815.8,92.2793,62.6,418500.0,6.3425,7.6,1667.5,1348.0,5.2,600.396,3.4
2023-05-01,7926.0,1496.0,329.026,5.8184644105730925,927.8,60.3,27063.012,65.9,22893.1,97.6334,62.6,418500.0,6.425,7.2,1667.5,1583.0,5.3,605.24,3.7
2023-06-01,7955.0,1441.0,328.71,5.8184644105730925,929.5,60.3,27063.012,65.9,22941.5,97.0416,62.6,418500.0,6.714,7.5,1667.5,1418.0,4.9,609.302,3.6
2023-07-01,7967.0,1443.0,331.181,5.8184644105730925,922.6,60.4,27623.543,66.0,22994.3,94.5577,62.6,431000.0,6.84,7.0,1667.5,1451.0,4.1,613.268,3.5
